,Date,User,Content,ReplyCount,RetweetCount,LikeCount,QuoteCount,TweetID,Sentiment
86,2022-04-01 23:18:33+00:00,PrimeVideo,Now is a good time to re-watch @thewildsonprime. 🙂,53,95,1157,85,1510033906661134338,0.6815
87,2022-04-01 21:00:01+00:00,PrimeVideo,Which fictional character are you 100% not trusting on April Fool’s Day?,163,20,193,26,1509999047255343104,-0.3089
88,2022-04-01 20:12:28+00:00,amazonfiretv,We are down to the CHAMPIONSHIP ROUND for our 2022 #MovieMadness bracket! Vote for the movie you think should be crowned the champion. 🍿 📺 👑 #WhatToWatch,4,1,4,0,1509987079299641345,0.8327
89,2022-04-01 05:10:16+00:00,PrimeVideo,“I want to thank each and every person for coming out tonight.” - @tylerthecreator #TylerLive ❤️,0,4,60,1,1509760033147424771,0.4215
90,2022-04-01 04:49:41+00:00,amazonmusic,"We can't take it anymoreeeee. Who's ready for @tylerthecreator?! 😬

#CALLMEIFYOUGETLOST #TylerLive",26,8,96,5,1509754853542686721,0.1007
91,2022-03-31 21:20:24+00:00,PrimeVideo,Name a female character you look up to.,529,42,632,89,1509641785768873995,0.0
92,2022-03-31 16:00:01+00:00,amazon,"Realizing you forgot something at the store 📈📈📈📈
vs. 
Remembering you scheduled automatic deliveries with Subscribe &amp; Save 📉📉📉📉",377,15,161,58,1509561159212490764,0.4939
93,2022-03-30 18:00:00+00:00,amazon,"One minute you're watching ‘what I bought vs. how I styled it’ videos, and the next, you're filling up your cart with springtime must-haves from Amazon Home. 🛒",87,16,127,5,1509228968444108803,0.1779
94,2022-03-30 16:13:41+00:00,alexa99,"So many choices, so many chuckles. Just fill in the blank: ""Alexa, tell me a _____ joke.""",26,5,40,1,1509202209862348802,0.5542
95,2022-03-30 00:00:00+00:00,amazonmusic,"“It was never a phase, Mom” 👩‍🎤 drop your favorite women who rock in the replies 👇",7,0,21,0,1508957177477844993,0.2263
96,2022-03-29 20:30:00+00:00,amazonmusic,Tell us you’re a @Charli_xcx fan without telling us you’re a Charli XCX fan.,1,0,14,1,1508904328194670601,0.5574
97,2022-03-29 17:00:00+00:00,amazon,What’s on your @AmazonMusic spring cleaning playlist? 🎶🧼,74,20,120,5,1508851478663946242,0.0
98,2022-03-28 20:46:00+00:00,amazonappstore,What's your favorite #AmazonAppstore app or game right now?,3,0,2,0,1508545964499345412,0.4588
99,2022-03-28 17:04:16+00:00,amazonfiretv,Wondering what all the buzz is from the #Oscars last night? Don’t miss any of the trending moments and more – watch the replay on-demand with @abcnetwork on your Fire TV. 📺👀 #WhatToWatch,0,1,7,0,1508490165185961985,-0.4588
100,2022-03-28 15:01:49+00:00,amazonpay,At Shoptalk in Vegas? Join us this afternoon as our Head of Merchant Success explains how Amazon Pay is more than just a payment button. #shoptalk2022,9,0,3,0,1508459350943477764,0.7351
101,2022-03-28 15:00:01+00:00,amazon,"The question is:

Do you add one item to your cart and checkout, or do you wait until your cart is more full? 🤔",189,23,219,15,1508458896528220170,0.0
102,2022-03-28 03:39:30+00:00,PrimeVideo,Goodnight everyone. #Oscars,18,24,368,5,1508287640948252687,0.0
103,2022-03-28 02:17:11+00:00,PrimeVideo,Yes Billie. #Oscars,12,41,381,6,1508266923561160708,0.4019
104,2022-03-28 00:51:55+00:00,PrimeVideo,Bond. James Bond. 😎 #Oscars,16,31,399,7,1508245467389255682,0.4588
105,2022-03-28 00:31:35+00:00,PrimeVideo,We love @MoreReginaHall. #oscars,1,20,114,1,1508240348115468296,0.6369
106,2022-03-26 19:00:00+00:00,amazon,"Dreading organizing that closet? 😒 

Don’t worry: Amazon has everything you need to spring into action 🧦🧹👡",74,12,143,9,1507794515393974275,-0.6808
107,2022-03-26 16:01:00+00:00,PrimeVideo,Who you gonna call?,290,49,676,35,1507749467411435521,0.0
108,2022-03-25 20:15:00+00:00,PrimeVideo,Which fictional character would you want to be stuck on an island with?,943,78,1069,246,1507451000822501378,-0.1779
109,2022-03-25 16:20:53+00:00,alexa99,"Let’s try an accounting game. Name a word that has three pairs of double letters in a row. 
(Hint: It's someone who does a job mentioned in the first sentence.)",47,5,69,2,1507392085078396928,0.0772
110,2022-03-25 14:00:00+00:00,amazon,"😁
^ Us when we spot the delivery driver through the window as they drop off our package.",85,15,178,4,1507356628122808344,0.2263
111,2022-03-24 21:17:36+00:00,amazonmusic,Who's your favorite female musical icon? 🎶 💁‍♀️ 💅,710,65,835,120,1507104367639412738,0.4588
112,2022-03-24 19:30:00+00:00,amazon,Remember: Wishes can indeed come true... especially when you make a Wish List 🧞,214,50,404,14,1507077291083505666,0.7269
113,2022-03-24 18:01:00+00:00,PrimeVideo,"If David Fincher had to direct a comedy reboot, which would be your pick?",66,9,141,6,1507054890635440132,0.3612
114,2022-03-24 16:17:41+00:00,alexa99,"Going anywhere interesting for spring break? Bring me along for road-trip music, stories and podcasts!",10,10,31,2,1507028890661060614,0.4574
115,2022-03-23 19:17:30+00:00,amazon,"When you’re stocking up on snacks from Amazon Fresh, what does your shopping cart look like?",45,16,108,4,1506711757439610890,0.6705
116,2022-03-23 17:19:57+00:00,alexa99,"If you've heard my prediction, you know my bracket's still intact. How's yours looking?",7,6,20,1,1506682174941978624,0.2023
117,2022-03-23 15:54:46+00:00,amazonfiretv,Tell us did you name your puppy after a TV or movie character? Reply with their name! 📺 🐶 #NationalPuppyDay,6,1,11,0,1506660736294170627,0.0
118,2022-03-22 19:30:00+00:00,amazonmusic,Bey hive assemble! What are Beyonce top two deep cuts?,1,0,14,0,1506352511959117830,-0.1759
119,2022-03-22 18:00:00+00:00,amazon,Are you a “Wish List” type of person or more of a “Save for Later”?,271,26,422,24,1506329863531253763,0.0
120,2022-03-22 15:21:12+00:00,alexa99,"“Alexa, start my day.” 

I’m always up…for a routine, and I’ll work around your hours. Are you more of a(n) ...",25,14,142,2,1506289901783986182,0.0
121,2022-03-22 00:33:26+00:00,amazonbooks,Hey #LordOfTheRings fans! #TolkienReadingDay is this Friday and we're celebrating by sharing all of your favorite #LOTR books quotes and fan photos. Send your submissions our way for a chance to be featured in our roundup!,1,0,12,1,1506066485629779969,0.9244
122,2022-03-21 21:25:20+00:00,PrimeVideo,Name a movie or TV show that changed your life after watching.,1253,104,1467,390,1506019151898324993,0.0
123,2022-03-21 18:01:00+00:00,amazonluna,"If you’re playing a horror game, what’s your volume set at? 😱 Comment below from 1-100",26,2,32,0,1505967726468157447,-0.8271
124,2022-03-20 18:00:01+00:00,PrimeVideo,If Rosamund Pike did a bedtime stories podcast it would literally cure insomnia.,7,21,174,3,1505605090719113224,0.0
125,2022-03-20 15:00:00+00:00,amazon,"Suddenly, it’s Spring 🌸 Say hello to the sun and goodbye to your winter wardrobe with @AmazonFashion.",54,13,170,4,1505559789866213376,0.0
126,2022-03-19 16:00:43+00:00,PrimeVideo,"The Invisible Man is now streaming, here’s a picture of him.",42,35,417,9,1505212683762556930,0.0
127,2022-03-19 15:37:07+00:00,amazon,You either love spring cleaning or hate it. There is no in-between. Which team are you on?,59,8,112,5,1505206743944634380,-0.1779
128,2022-03-19 01:07:13+00:00,PrimeVideo,"Happy Friday. 

What are we watching tonight? Gifs only.",482,40,620,11,1504987823195054087,0.5719
129,2022-03-18 16:14:58+00:00,alexa99,"Today is #Holi, a holiday celebrated throughout India and beyond. The brightly-colored powder thrown by revelers during Holi is known as:",9,16,141,2,1504853881137688576,0.7506
